ИНН,Зона,Дата_утверждения,prev_zone,next_zone,next_date,zone_change,step
759781865,З,2021-10-22 09:06:31,,К,2022-01-16 09:06:31,True,1
759781865,К,2022-01-16 09:06:31,З,Ж,2022-04-10 09:06:31,True,2
759781865,Ж,2022-04-10 09:06:31,К,Ч,2022-05-31 09:06:31,True,3
759781865,Ч,2022-05-31 09:06:31,Ж,,,True,4
760245299,К,2022-02-09 12:17:10,,Ч,2022-07-08 12:17:10,True,1
760245299,Ч,2022-07-08 12:17:10,К,Ж,2022-12-26 12:17:10,True,2
760245299,Ж,2022-12-26 12:17:10,Ч,К,2023-06-07 12:17:10,True,3
760245299,К,2023-06-07 12:17:10,Ж,Ж,2023-09-25 12:17:10,True,4
760245299,Ж,2023-09-25 12:17:10,К,,,True,5
761354727,Ж,2022-01-12 11:37:38,,Ч,2022-04-18 11:37:38,True,1
761354727,Ч,2022-04-18 11:37:38,Ж,З,2022-09-09 11:37:38,True,2
761354727,З,2022-09-09 11:37:38,Ч,,,True,3
761361457,Ж,2022-04-29 16:58:18,,З,2022-10-10 16:58:18,True,1
761361457,З,2022-10-10 16:58:18,Ж,К,2022-12-27 16:58:18,True,2
761361457,К,2022-12-27 16:58:18,З,З,2023-03-26 16:58:18,True,3
761361457,З,2023-03-26 16:58:18,К,Ч,2023-05-07 16:58:18,True,4
761361457,Ч,2023-05-07 16:58:18,З,,,True,5
761737818,Ж,2021-08-03 02:10:44,,З,2021-11-22 02:10:44,True,1
761737818,З,2021-11-22 02:10:44,Ж,К,2022-03-03 02:10:44,True,2
761737818,К,2022-03-03 02:10:44,З,Ч,2022-07-25 02:10:44,True,3
761737818,Ч,2022-07-25 02:10:44,К,,,True,4
762400780,З,2021-06-06 14:34:51,,Ч,2021-11-26 14:34:51,True,1
762400780,Ч,2021-11-26 14:34:51,З,З,2022-02-08 14:34:51,True,2
762400780,З,2022-02-08 14:34:51,Ч,К,2022-06-16 14:34:51,True,3
762400780,К,2022-06-16 14:34:51,З,,,True,4
762713895,Ч,2022-06-30 17:02:28,,К,2022-10-07 17:02:28,True,1
762713895,К,2022-10-07 17:02:28,Ч,З,2022-12-27 17:02:28,True,2
762713895,З,2022-12-27 17:02:28,К,К,2023-06-08 17:02:28,True,3
762713895,К,2023-06-08 17:02:28,З,,,True,4
764209131,З,2022-07-21 02:59:17,,Ж,2022-08-30 02:59:17,True,1
764209131,Ж,2022-08-30 02:59:17,З,З,2023-01-11 02:59:17,True,2
764209131,З,2023-01-11 02:59:17,Ж,Ч,2023-02-16 02:59:17,True,3
764209131,Ч,2023-02-16 02:59:17,З,З,2023-07-27 02:59:17,True,4
764209131,З,2023-07-27 02:59:17,Ч,,,True,5
765048608,Ж,2020-10-19 02:23:59,,Ч,2021-02-04 02:23:59,True,1
765048608,Ч,2021-02-04 02:23:59,Ж,К,2021-06-08 02:23:59,True,2
765048608,К,2021-06-08 02:23:59,Ч,,,True,3
766629904,З,2020-06-27 01:46:40,,Ч,2020-12-23 01:46:40,True,1
766629904,Ч,2020-12-23 01:46:40,З,З,2021-01-27 01:46:40,True,2
766629904,З,2021-01-27 01:46:40,Ч,К,2021-06-24 01:46:40,True,3
766629904,К,2021-06-24 01:46:40,З,Ж,2021-11-29 01:46:40,True,4
766629904,Ж,2021-11-29 01:46:40,К,,,True,5
768299895,Ч,2020-06-12 01:25:20,,Ж,2020-11-04 01:25:20,True,1
768299895,Ж,2020-11-04 01:25:20,Ч,К,2021-02-28 01:25:20,True,2
768299895,К,2021-02-28 01:25:20,Ж,Ч,2021-06-11 01:25:20,True,3
768299895,Ч,2021-06-11 01:25:20,К,Ж,2021-07-14 01:25:20,True,4
768299895,Ж,2021-07-14 01:25:20,Ч,Ч,2021-08-18 01:25:20,True,5
768299895,Ч,2021-08-18 01:25:20,Ж,,,True,6
769029890,Ч,2020-11-20 10:14:09,,К,2020-12-26 10:14:09,True,1
769029890,К,2020-12-26 10:14:09,Ч,Ж,2021-03-10 10:14:09,True,2
769029890,Ж,2021-03-10 10:14:09,К,З,2021-04-19 10:14:09,True,3
769029890,З,2021-04-19 10:14:09,Ж,,,True,4
769658437,К,2023-03-31 11:35:42,,Ч,2023-08-08 11:35:42,True,1
769658437,Ч,2023-08-08 11:35:42,К,,,True,2
774447311,З,2020-12-05 15:36:26,,Ж,2021-04-05 15:36:26,True,1
774447311,Ж,2021-04-05 15:36:26,З,Ч,2021-09-27 15:36:26,True,2
774447311,Ч,2021-09-27 15:36:26,Ж,,,True,3
775186370,Ж,2020-10-20 07:33:58,,К,2021-02-16 07:33:58,True,1
775186370,К,2021-02-16 07:33:58,Ж,Ж,2021-04-04 07:33:58,True,2
775186370,Ж,2021-04-04 07:33:58,К,Ч,2021-06-29 07:33:58,True,3
775186370,Ч,2021-06-29 07:33:58,Ж,,,True,4
775622275,Ж,2021-04-14 18:27:32,,К,2021-07-25 18:27:32,True,1
775622275,К,2021-07-25 18:27:32,Ж,Ж,2021-11-07 18:27:32,True,2
775622275,Ж,2021-11-07 18:27:32,К,З,2022-02-15 18:27:32,True,3
775622275,З,2022-02-15 18:27:32,Ж,Ч,2022-03-27 18:27:32,True,4
775622275,Ч,2022-03-27 18:27:32,З,,,True,5
775675145,Ч,2020-06-27 19:29:10,,К,2020-12-05 19:29:10,True,1
775675145,К,2020-12-05 19:29:10,Ч,Ч,2021-03-05 19:29:10,True,2
775675145,Ч,2021-03-05 19:29:10,К,К,2021-06-14 19:29:10,True,3
775675145,К,2021-06-14 19:29:10,Ч,Ч,2021-08-27 19:29:10,True,4
775675145,Ч,2021-08-27 19:29:10,К,,,True,5
777090423,Ж,2020-11-14 05:06:07,,Ч,2021-02-23 05:06:07,True,1
777090423,Ч,2021-02-23 05:06:07,Ж,З,2021-06-26 05:06:07,True,2
777090423,З,2021-06-26 05:06:07,Ч,Ч,2021-09-29 05:06:07,True,3
777090423,Ч,2021-09-29 05:06:07,З,З,2022-02-05 05:06:07,True,4
777090423,З,2022-02-05 05:06:07,Ч,,,True,5
778229495,Ж,2022-06-09 05:55:11,,З,2022-09-02 05:55:11,True,1
778229495,З,2022-09-02 05:55:11,Ж,Ч,2023-02-26 05:55:11,True,2
778229495,Ч,2023-02-26 05:55:11,З,,,True,3
779510996,З,2022-06-06 17:18:51,,Ж,2022-08-22 17:18:51,True,1
779510996,Ж,2022-08-22 17:18:51,З,З,2022-10-22 17:18:51,True,2
779510996,З,2022-10-22 17:18:51,Ж,К,2023-03-05 17:18:51,True,3
779510996,К,2023-03-05 17:18:51,З,,,True,4
781620223,К,2022-12-18 03:13:41,,Ж,2023-03-11 03:13:41,True,1
781620223,Ж,2023-03-11 03:13:41,К,Ч,2023-07-27 03:13:41,True,2
781620223,Ч,2023-07-27 03:13:41,Ж,,,True,3
784558290,Ж,2021-12-16 21:18:19,,К,2022-06-11 21:18:19,True,1
784558290,К,2022-06-11 21:18:19,Ж,З,2022-08-08 21:18:19,True,2
784558290,З,2022-08-08 21:18:19,К,Ж,2022-11-10 21:18:19,True,3
784558290,Ж,2022-11-10 21:18:19,З,Ч,2023-03-12 21:18:19,True,4
784558290,Ч,2023-03-12 21:18:19,Ж,,,True,5
785258948,З,2022-05-22 16:27:23,,К,2022-08-24 16:27:23,True,1
785258948,К,2022-08-24 16:27:23,З,Ч,2022-11-27 16:27:23,True,2
785258948,Ч,2022-11-27 16:27:23,К,К,2023-03-08 16:27:23,True,3
785258948,К,2023-03-08 16:27:23,Ч,,,True,4
785747058,Ч,2021-08-10 04:01:07,,К,2021-11-02 04:01:07,True,1
785747058,К,2021-11-02 04:01:07,Ч,Ж,2022-02-10 04:01:07,True,2
785747058,Ж,2022-02-10 04:01:07,К,,,True,3
786415123,Ч,2021-01-05 03:56:22,,Ж,2021-06-01 03:56:22,True,1
786415123,Ж,2021-06-01 03:56:22,Ч,З,2021-08-13 03:56:22,True,2
786415123,З,2021-08-13 03:56:22,Ж,,,True,3
787131158,Ч,2021-01-24 18:59:55,,З,2021-06-12 18:59:55,True,1
787131158,З,2021-06-12 18:59:55,Ч,Ж,2021-10-05 18:59:55,True,2
787131158,Ж,2021-10-05 18:59:55,З,,,True,3
787280661,Ч,2022-06-21 09:13:12,,З,2022-11-04 09:13:12,True,1
787280661,З,2022-11-04 09:13:12,Ч,Ч,2023-02-18 09:13:12,True,2
787280661,Ч,2023-02-18 09:13:12,З,,,True,3
787884559,Ч,2022-12-27 12:54:31,,К,2023-05-07 12:54:31,True,1
787884559,К,2023-05-07 12:54:31,Ч,Ж,2023-09-26 12:54:31,True,2
787884559,Ж,2023-09-26 12:54:31,К,,,True,3
788387711,З,2022-09-20 23:39:20,,К,2022-12-27 23:39:20,True,1
788387711,К,2022-12-27 23:39:20,З,Ч,2023-05-13 23:39:20,True,2
788387711,Ч,2023-05-13 23:39:20,К,Ж,2023-08-28 23:39:20,True,3
788387711,Ж,2023-08-28 23:39:20,Ч,,,True,4
790539823,З,2023-04-19 01:23:40,,К,2023-05-23 01:23:40,True,1
790539823,К,2023-05-23 01:23:40,З,З,2023-09-22 01:23:40,True,2
790539823,З,2023-09-22 01:23:40,К,Ж,2023-12-31 01:23:40,True,3
790539823,Ж,2023-12-31 01:23:40,З,,,True,4
790689369,К,2021-12-05 21:05:27,,Ж,2022-03-07 21:05:27,True,1
790689369,Ж,2022-03-07 21:05:27,К,К,2022-06-30 21:05:27,True,2
790689369,К,2022-06-30 21:05:27,Ж,З,2022-12-12 21:05:27,True,3
790689369,З,2022-12-12 21:05:27,К,Ж,2023-01-21 21:05:27,True,4
790689369,Ж,2023-01-21 21:05:27,З,К,2023-07-01 21:05:27,True,5
790689369,К,2023-07-01 21:05:27,Ж,,,True,6
791818960,К,2020-11-27 04:57:25,,Ж,2021-03-04 04:57:25,True,1
791818960,Ж,2021-03-04 04:57:25,К,К,2021-04-20 04:57:25,True,2
791818960,К,2021-04-20 04:57:25,Ж,Ч,2021-05-22 04:57:25,True,3
791818960,Ч,2021-05-22 04:57:25,К,,,True,4
791926924,К,2020-12-28 03:21:07,,З,2021-05-11 03:21:07,True,1
791926924,З,2021-05-11 03:21:07,К,К,2021-08-06 03:21:07,True,2
791926924,К,2021-08-06 03:21:07,З,Ж,2021-09-20 03:21:07,True,3
791926924,Ж,2021-09-20 03:21:07,К,З,2021-11-17 03:21:07,True,4
791926924,З,2021-11-17 03:21:07,Ж,К,2022-04-12 03:21:07,True,5
791926924,К,2022-04-12 03:21:07,З,,,True,6
792380548,З,2022-12-13 22:46:52,,К,2023-01-25 22:46:52,True,1
792380548,К,2023-01-25 22:46:52,З,Ч,2023-04-28 22:46:52,True,2
792380548,Ч,2023-04-28 22:46:52,К,,,True,3
793354191,Ч,2022-06-24 18:52:24,,Ж,2022-08-12 18:52:24,True,1
793354191,Ж,2022-08-12 18:52:24,Ч,З,2022-09-14 18:52:24,True,2
793354191,З,2022-09-14 18:52:24,Ж,,,True,3
793559926,К,2022-04-08 02:06:46,,З,2022-05-11 02:06:46,True,1
793559926,З,2022-05-11 02:06:46,К,К,2022-07-10 02:06:46,True,2
793559926,К,2022-07-10 02:06:46,З,,,True,3
794761832,К,2023-01-29 06:06:15,,Ч,2023-05-23 06:06:15,True,1
794761832,Ч,2023-05-23 06:06:15,К,Ж,2023-09-19 06:06:15,True,2
794761832,Ж,2023-09-19 06:06:15,Ч,,,True,3
796503681,Ж,2021-05-20 14:10:56,,Ч,2021-11-09 14:10:56,True,1
796503681,Ч,2021-11-09 14:10:56,Ж,К,2021-12-13 14:10:56,True,2
796503681,К,2021-12-13 14:10:56,Ч,,,True,3
797825067,З,2020-06-04 11:27:25,,Ч,2020-07-22 11:27:25,True,1
797825067,Ч,2020-07-22 11:27:25,З,З,2020-10-14 11:27:25,True,2
797825067,З,2020-10-14 11:27:25,Ч,К,2021-01-01 11:27:25,True,3
797825067,К,2021-01-01 11:27:25,З,,,True,4
799233666,Ч,2021-10-01 10:56:09,,Ж,2022-02-05 10:56:09,True,1
799233666,Ж,2022-02-05 10:56:09,Ч,З,2022-07-17 10:56:09,True,2
799233666,З,2022-07-17 10:56:09,Ж,Ч,2023-01-09 10:56:09,True,3
799233666,Ч,2023-01-09 10:56:09,З,К,2023-03-28 10:56:09,True,4
799233666,К,2023-03-28 10:56:09,Ч,Ч,2023-06-08 10:56:09,True,5
799233666,Ч,2023-06-08 10:56:09,К,,,True,6
799297046,З,2022-05-27 00:26:36,,Ж,2022-09-07 00:26:36,True,1
799297046,Ж,2022-09-07 00:26:36,З,К,2022-10-09 00:26:36,True,2
799297046,К,2022-10-09 00:26:36,Ж,,,True,3
801551415,З,2021-12-14 13:16:23,,Ч,2022-04-05 13:16:23,True,1
801551415,Ч,2022-04-05 13:16:23,З,К,2022-08-05 13:16:23,True,2
801551415,К,2022-08-05 13:16:23,Ч,З,2023-02-01 13:16:23,True,3
801551415,З,2023-02-01 13:16:23,К,Ч,2023-07-01 13:16:23,True,4
801551415,Ч,2023-07-01 13:16:23,З,К,2023-07-31 13:16:23,True,5
801551415,К,2023-07-31 13:16:23,Ч,,,True,6
802134537,Ж,2022-10-03 23:08:23,,З,2022-11-15 23:08:23,True,1
802134537,З,2022-11-15 23:08:23,Ж,Ч,2023-05-14 23:08:23,True,2
802134537,Ч,2023-05-14 23:08:23,З,Ж,2023-08-18 23:08:23,True,3
802134537,Ж,2023-08-18 23:08:23,Ч,Ч,2023-11-16 23:08:23,True,4
802134537,Ч,2023-11-16 23:08:23,Ж,,,True,5
802611949,Ж,2020-11-12 21:50:22,,З,2021-04-09 21:50:22,True,1
802611949,З,2021-04-09 21:50:22,Ж,Ч,2021-09-30 21:50:22,True,2
802611949,Ч,2021-09-30 21:50:22,З,З,2022-01-07 21:50:22,True,3
802611949,З,2022-01-07 21:50:22,Ч,Ч,2022-02-12 21:50:22,True,4
802611949,Ч,2022-02-12 21:50:22,З,Ж,2022-05-29 21:50:22,True,5
802611949,Ж,2022-05-29 21:50:22,Ч,,,True,6
802990764,З,2021-11-11 14:45:07,,К,2022-05-09 14:45:07,True,1
802990764,К,2022-05-09 14:45:07,З,З,2022-09-02 14:45:07,True,2
802990764,З,2022-09-02 14:45:07,К,Ч,2023-01-18 14:45:07,True,3
802990764,Ч,2023-01-18 14:45:07,З,Ж,2023-04-01 14:45:07,True,4
802990764,Ж,2023-04-01 14:45:07,Ч,,,True,5
803518378,З,2022-06-16 23:11:59,,К,2022-08-08 23:11:59,True,1
803518378,К,2022-08-08 23:11:59,З,З,2023-01-16 23:11:59,True,2
803518378,З,2023-01-16 23:11:59,К,Ж,2023-05-16 23:11:59,True,3
803518378,Ж,2023-05-16 23:11:59,З,Ч,2023-06-20 23:11:59,True,4
803518378,Ч,2023-06-20 23:11:59,Ж,Ж,2023-09-13 23:11:59,True,5
803518378,Ж,2023-09-13 23:11:59,Ч,,,True,6
804600737,Ч,2020-09-19 07:37:07,,З,2020-10-29 07:37:07,True,1
804600737,З,2020-10-29 07:37:07,Ч,К,2021-04-13 07:37:07,True,2
804600737,К,2021-04-13 07:37:07,З,З,2021-07-30 07:37:07,True,3
804600737,З,2021-07-30 07:37:07,К,,,True,4
807441503,К,2021-06-18 14:21:53,,Ч,2021-10-19 14:21:53,True,1
807441503,Ч,2021-10-19 14:21:53,К,Ж,2022-01-23 14:21:53,True,2
807441503,Ж,2022-01-23 14:21:53,Ч,К,2022-04-14 14:21:53,True,3
807441503,К,2022-04-14 14:21:53,Ж,З,2022-05-23 14:21:53,True,4
807441503,З,2022-05-23 14:21:53,К,,,True,5
808998899,Ж,2021-11-03 14:54:17,,З,2022-04-17 14:54:17,True,1
808998899,З,2022-04-17 14:54:17,Ж,К,2022-07-26 14:54:17,True,2
808998899,К,2022-07-26 14:54:17,З,З,2022-10-12 14:54:17,True,3
808998899,З,2022-10-12 14:54:17,К,К,2022-11-15 14:54:17,True,4
808998899,К,2022-11-15 14:54:17,З,Ж,2023-01-25 14:54:17,True,5
808998899,Ж,2023-01-25 14:54:17,К,,,True,6
809380034,Ж,2022-12-14 17:02:10,,З,2023-01-21 17:02:10,True,1
809380034,З,2023-01-21 17:02:10,Ж,К,2023-03-15 17:02:10,True,2
809380034,К,2023-03-15 17:02:10,З,Ч,2023-06-07 17:02:10,True,3
809380034,Ч,2023-06-07 17:02:10,К,Ж,2023-11-09 17:02:10,True,4
809380034,Ж,2023-11-09 17:02:10,Ч,,,True,5
809495329,Ж,2020-09-25 19:14:10,,К,2020-12-20 19:14:10,True,1
809495329,К,2020-12-20 19:14:10,Ж,З,2021-01-23 19:14:10,True,2
809495329,З,2021-01-23 19:14:10,К,,,True,3
812520698,З,2020-05-24 21:31:27,,К,2020-10-15 21:31:27,True,1
812520698,К,2020-10-15 21:31:27,З,Ч,2021-02-13 21:31:27,True,2
812520698,Ч,2021-02-13 21:31:27,К,Ж,2021-04-05 21:31:27,True,3
812520698,Ж,2021-04-05 21:31:27,Ч,Ч,2021-06-25 21:31:27,True,4
812520698,Ч,2021-06-25 21:31:27,Ж,,,True,5
812869320,З,2022-06-21 07:06:20,,Ж,2022-08-01 07:06:20,True,1
812869320,Ж,2022-08-01 07:06:20,З,З,2022-11-12 07:06:20,True,2
812869320,З,2022-11-12 07:06:20,Ж,Ж,2023-03-19 07:06:20,True,3
812869320,Ж,2023-03-19 07:06:20,З,Ч,2023-06-25 07:06:20,True,4
812869320,Ч,2023-06-25 07:06:20,Ж,Ж,2023-09-19 07:06:20,True,5
812869320,Ж,2023-09-19 07:06:20,Ч,,,True,6
814341357,З,2022-01-20 20:59:28,,Ч,2022-07-18 20:59:28,True,1
814341357,Ч,2022-07-18 20:59:28,З,З,2022-09-06 20:59:28,True,2
814341357,З,2022-09-06 20:59:28,Ч,,,True,3
815048357,Ч,2023-02-24 20:38:18,,З,2023-06-29 20:38:18,True,1
815048357,З,2023-06-29 20:38:18,Ч,Ж,2023-12-09 20:38:18,True,2
815048357,Ж,2023-12-09 20:38:18,З,,,True,3
817330469,З,2020-07-28 23:00:27,,К,2020-09-02 23:00:27,True,1
817330469,К,2020-09-02 23:00:27,З,Ч,2020-10-12 23:00:27,True,2
817330469,Ч,2020-10-12 23:00:27,К,З,2021-01-14 23:00:27,True,3
817330469,З,2021-01-14 23:00:27,Ч,,,True,4
817941291,З,2021-07-04 09:54:15,,К,2021-09-08 09:54:15,True,1
817941291,К,2021-09-08 09:54:15,З,З,2021-10-08 09:54:15,True,2
817941291,З,2021-10-08 09:54:15,К,Ж,2021-11-24 09:54:15,True,3
817941291,Ж,2021-11-24 09:54:15,З,Ч,2022-03-28 09:54:15,True,4
817941291,Ч,2022-03-28 09:54:15,Ж,,,True,5
818531665,З,2021-05-17 04:53:38,,Ч,2021-08-25 04:53:38,True,1
818531665,Ч,2021-08-25 04:53:38,З,К,2021-11-22 04:53:38,True,2
818531665,К,2021-11-22 04:53:38,Ч,З,2022-01-11 04:53:38,True,3
818531665,З,2022-01-11 04:53:38,К,Ч,2022-04-22 04:53:38,True,4
818531665,Ч,2022-04-22 04:53:38,З,Ж,2022-08-28 04:53:38,True,5
818531665,Ж,2022-08-28 04:53:38,Ч,,,True,6
818685124,Ч,2020-10-24 05:41:15,,З,2021-04-04 05:41:15,True,1
818685124,З,2021-04-04 05:41:15,Ч,Ч,2021-05-23 05:41:15,True,2
818685124,Ч,2021-05-23 05:41:15,З,З,2021-10-24 05:41:15,True,3
818685124,З,2021-10-24 05:41:15,Ч,Ж,2022-01-16 05:41:15,True,4
818685124,Ж,2022-01-16 05:41:15,З,З,2022-05-20 05:41:15,True,5
818685124,З,2022-05-20 05:41:15,Ж,,,True,6
818959418,Ч,2020-10-08 16:03:56,,Ж,2021-02-16 16:03:56,True,1
818959418,Ж,2021-02-16 16:03:56,Ч,Ч,2021-05-06 16:03:56,True,2
818959418,Ч,2021-05-06 16:03:56,Ж,З,2021-06-28 16:03:56,True,3
818959418,З,2021-06-28 16:03:56,Ч,,,True,4
819662068,К,2022-05-31 12:28:51,,Ж,2022-10-31 12:28:51,True,1
819662068,Ж,2022-10-31 12:28:51,К,Ч,2022-12-05 12:28:51,True,2
819662068,Ч,2022-12-05 12:28:51,Ж,,,True,3
820170542,З,2022-05-02 19:44:27,,Ж,2022-08-21 19:44:27,True,1
820170542,Ж,2022-08-21 19:44:27,З,К,2022-11-08 19:44:27,True,2
820170542,К,2022-11-08 19:44:27,Ж,,,True,3
820770088,К,2021-11-10 09:23:29,,З,2022-02-11 09:23:29,True,1
820770088,З,2022-02-11 09:23:29,К,К,2022-07-12 09:23:29,True,2
820770088,К,2022-07-12 09:23:29,З,Ж,2022-08-18 09:23:29,True,3
820770088,Ж,2022-08-18 09:23:29,К,,,True,4
821129081,Ч,2023-02-24 07:11:23,,Ж,2023-06-27 07:11:23,True,1
821129081,Ж,2023-06-27 07:11:23,Ч,К,2023-10-14 07:11:23,True,2
821129081,К,2023-10-14 07:11:23,Ж,,,True,3
821582581,К,2021-11-07 22:30:21,,З,2022-04-07 22:30:21,True,1
821582581,З,2022-04-07 22:30:21,К,Ч,2022-07-17 22:30:21,True,2
821582581,Ч,2022-07-17 22:30:21,З,З,2022-12-08 22:30:21,True,3
821582581,З,2022-12-08 22:30:21,Ч,К,2023-04-10 22:30:21,True,4
821582581,К,2023-04-10 22:30:21,З,,,True,5
822383951,З,2020-08-21 07:08:16,,К,2021-02-13 07:08:16,True,1
822383951,К,2021-02-13 07:08:16,З,З,2021-08-09 07:08:16,True,2
822383951,З,2021-08-09 07:08:16,К,,,True,3
823355457,Ч,2022-07-23 05:35:31,,Ж,2022-10-01 05:35:31,True,1
823355457,Ж,2022-10-01 05:35:31,Ч,К,2023-02-24 05:35:31,True,2
823355457,К,2023-02-24 05:35:31,Ж,З,2023-08-10 05:35:31,True,3
823355457,З,2023-08-10 05:35:31,К,К,2023-10-02 05:35:31,True,4
823355457,К,2023-10-02 05:35:31,З,,,True,5
824874594,З,2021-01-08 23:56:45,,Ч,2021-02-07 23:56:45,True,1
824874594,Ч,2021-02-07 23:56:45,З,Ж,2021-04-10 23:56:45,True,2
824874594,Ж,2021-04-10 23:56:45,Ч,З,2021-05-17 23:56:45,True,3
824874594,З,2021-05-17 23:56:45,Ж,Ч,2021-06-28 23:56:45,True,4
824874594,Ч,2021-06-28 23:56:45,З,,,True,5
824911888,Ч,2020-10-11 15:40:27,,Ж,2020-12-16 15:40:27,True,1
824911888,Ж,2020-12-16 15:40:27,Ч,Ч,2021-03-27 15:40:27,True,2
824911888,Ч,2021-03-27 15:40:27,Ж,К,2021-06-22 15:40:27,True,3
824911888,К,2021-06-22 15:40:27,Ч,Ж,2021-08-14 15:40:27,True,4
824911888,Ж,2021-08-14 15:40:27,К,,,True,5
825289461,К,2022-09-15 03:49:16,,Ж,2023-01-18 03:49:16,True,1
825289461,Ж,2023-01-18 03:49:16,К,З,2023-03-13 03:49:16,True,2
825289461,З,2023-03-13 03:49:16,Ж,Ч,2023-07-29 03:49:16,True,3
825289461,Ч,2023-07-29 03:49:16,З,,,True,4
826361649,З,2020-09-15 10:45:42,,Ч,2020-10-19 10:45:42,True,1
826361649,Ч,2020-10-19 10:45:42,З,З,2021-01-02 10:45:42,True,2
826361649,З,2021-01-02 10:45:42,Ч,,,True,3
826542982,Ч,2021-10-04 23:51:15,,К,2022-03-09 23:51:15,True,1
826542982,К,2022-03-09 23:51:15,Ч,З,2022-04-23 23:51:15,True,2
826542982,З,2022-04-23 23:51:15,К,Ж,2022-06-25 23:51:15,True,3
826542982,Ж,2022-06-25 23:51:15,З,Ч,2022-09-06 23:51:15,True,4
826542982,Ч,2022-09-06 23:51:15,Ж,,,True,5
827649543,З,2022-05-06 01:23:08,,К,2022-10-09 01:23:08,True,1
827649543,К,2022-10-09 01:23:08,З,З,2023-03-20 01:23:08,True,2
827649543,З,2023-03-20 01:23:08,К,К,2023-08-26 01:23:08,True,3
827649543,К,2023-08-26 01:23:08,З,,,True,4
828009671,З,2021-01-16 03:12:12,,Ч,2021-06-25 03:12:12,True,1
828009671,Ч,2021-06-25 03:12:12,З,К,2021-09-29 03:12:12,True,2
828009671,К,2021-09-29 03:12:12,Ч,З,2021-11-23 03:12:12,True,3
828009671,З,2021-11-23 03:12:12,К,Ж,2022-03-27 03:12:12,True,4
828009671,Ж,2022-03-27 03:12:12,З,,,True,5
828597015,Ж,2021-05-03 07:09:05,,З,2021-09-08 07:09:05,True,1
828597015,З,2021-09-08 07:09:05,Ж,Ж,2022-02-11 07:09:05,True,2
828597015,Ж,2022-02-11 07:09:05,З,З,2022-04-16 07:09:05,True,3
828597015,З,2022-04-16 07:09:05,Ж,Ч,2022-07-26 07:09:05,True,4
828597015,Ч,2022-07-26 07:09:05,З,,,True,5
829917473,Ж,2020-04-15 14:17:04,,З,2020-09-18 14:17:04,True,1
829917473,З,2020-09-18 14:17:04,Ж,Ж,2020-12-14 14:17:04,True,2
829917473,Ж,2020-12-14 14:17:04,З,К,2021-03-21 14:17:04,True,3
829917473,К,2021-03-21 14:17:04,Ж,Ж,2021-06-08 14:17:04,True,4
829917473,Ж,2021-06-08 14:17:04,К,,,True,5
831129463,К,2022-11-01 18:06:26,,Ж,2023-03-06 18:06:26,True,1
831129463,Ж,2023-03-06 18:06:26,К,З,2023-05-07 18:06:26,True,2
831129463,З,2023-05-07 18:06:26,Ж,Ч,2023-08-04 18:06:26,True,3
831129463,Ч,2023-08-04 18:06:26,З,,,True,4
831641991,Ж,2020-08-15 07:29:28,,З,2021-01-04 07:29:28,True,1
831641991,З,2021-01-04 07:29:28,Ж,Ж,2021-06-28 07:29:28,True,2
831641991,Ж,2021-06-28 07:29:28,З,К,2021-11-01 07:29:28,True,3
831641991,К,2021-11-01 07:29:28,Ж,Ж,2022-02-13 07:29:28,True,4
831641991,Ж,2022-02-13 07:29:28,К,,,True,5
831854599,Ч,2022-09-21 18:32:03,,З,2023-01-30 18:32:03,True,1
831854599,З,2023-01-30 18:32:03,Ч,К,2023-06-30 18:32:03,True,2
831854599,К,2023-06-30 18:32:03,З,,,True,3
832080866,Ж,2021-02-02 15:55:36,,Ч,2021-05-20 15:55:36,True,1
832080866,Ч,2021-05-20 15:55:36,Ж,Ж,2021-08-03 15:55:36,True,2
832080866,Ж,2021-08-03 15:55:36,Ч,,,True,3
833521331,Ч,2021-11-06 05:29:07,,Ж,2021-12-20 05:29:07,True,1
833521331,Ж,2021-12-20 05:29:07,Ч,З,2022-02-06 05:29:07,True,2
833521331,З,2022-02-06 05:29:07,Ж,К,2022-05-10 05:29:07,True,3
833521331,К,2022-05-10 05:29:07,З,,,True,4
834308619,Ч,2021-09-25 17:44:41,,К,2021-11-30 17:44:41,True,1
834308619,К,2021-11-30 17:44:41,Ч,Ж,2022-05-09 17:44:41,True,2
834308619,Ж,2022-05-09 17:44:41,К,К,2022-09-14 17:44:41,True,3
834308619,К,2022-09-14 17:44:41,Ж,,,True,4
834946794,З,2021-06-29 02:17:33,,К,2021-11-08 02:17:33,True,1
834946794,К,2021-11-08 02:17:33,З,Ж,2022-01-18 02:17:33,True,2
834946794,Ж,2022-01-18 02:17:33,К,Ч,2022-06-02 02:17:33,True,3
834946794,Ч,2022-06-02 02:17:33,Ж,З,2022-09-06 02:17:33,True,4
834946794,З,2022-09-06 02:17:33,Ч,,,True,5
835804308,Ж,2021-08-01 09:02:59,,Ч,2021-12-30 09:02:59,True,1
835804308,Ч,2021-12-30 09:02:59,Ж,Ж,2022-06-19 09:02:59,True,2
835804308,Ж,2022-06-19 09:02:59,Ч,К,2022-08-08 09:02:59,True,3
835804308,К,2022-08-08 09:02:59,Ж,,,True,4
836673044,К,2021-05-01 18:41:26,,Ч,2021-09-08 18:41:26,True,1
836673044,Ч,2021-09-08 18:41:26,К,З,2022-03-01 18:41:26,True,2
